ID,Cod_Esp_Gen,STRAP,STRAP_syn,nom,auteur,statut,detail,nom_FR,nom_EN,Ref,STRAP_prev,IML Collection,Maritimes,NAFO,NAFO _sp. pr._,COSTACA,NMFS,Plancton,TSN,AphiaID,ScientificName,Authority,Match type,Taxon status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,isMarine,isBrackish,isFresh,Actions,CaRMS,OBIS,Brunel,IML,null_COBI,pas_en_GSL,GSLMF
3805,,,,Etropus crossotus,"Jordan & Gilbert, 1882",,,cardeau frangé,fringed flounder,AF5,,,344,,,,785,,172729,158799,Etropus crossotus,"Jordan & Gilbert, 1882",exact,accepted,158799,Etropus crossotus,"Jordan & Gilbert, 1882",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Etropus,,crossotus,,1,1,0,,,,,,1,,
3806,,,,Etropus microstomus,"(Gill, 1864)",,,cardeau à petite bouche,smallmouth flounder,SS,,,386,,,,117,,172730,158801,Etropus microstomus,"(Gill, 1864)",exact,accepted,158801,Etropus microstomus,"(Gill, 1864)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Etropus,,microstomus,,1,0,0,,,,,,1,,
3807,,,,Etropus,"Jordan & Gilbert, 1882",,,cardeau (Etropus sp.),flounder (Etropus sp.),ES,,,,,,,,,172728,158797,Etropus,"Jordan & Gilbert, 1882",exact,accepted,158797,Etropus,"Jordan & Gilbert, 1882",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Etropus,,,,1,0,0,,,,,,1,,
3808,1494,901,,Hippoglossina oblonga,"(Mitchill, 1815)",,,cardeau à quatre ocelles,fourspot flounder egg,ITIS,901,,142,,,,104,,172783,158833,Hippoglossina oblonga,"(Mitchill, 1815)",exact,accepted,158833,Hippoglossina oblonga,"(Mitchill, 1815)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Hippoglossina,,oblonga,,1,0,0,,,,,,1,,
3809,1494,901,,Hippoglossina oblonga,"(Mitchill, 1815)",stade ontogénique,oeufs,cardeau à quatre ocelles oeuf,fourspot flounder egg,ITIS,901,,1220,,,,,,172783,158833,Hippoglossina oblonga,"(Mitchill, 1815)",exact,accepted,158833,Hippoglossina oblonga,"(Mitchill, 1815)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Hippoglossina,,oblonga,,1,0,0,,,,,,1,,
3810,,,,Hippoglossina,"Steindachner, 1867",,,cardeau (Hippoglossina sp.),flounder (Hippoglossina sp.),ITIS,,,,,,,,,172782,158831,Hippoglossina,"Steindachner, 1876",exact,accepted,158831,Hippoglossina,"Steindachner, 1876",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Hippoglossina,,,,1,0,0,,,,,,1,,
3811,1491,902,,Paralichthys albigutta,"Jordan & Gilbert, 1882",,,cardeau à ventre blanc,gulf flounder,AF5,902,,,,,,,,172736,158825,Paralichthys albigutta,"Jordan & Gilbert, 1882",exact,accepted,158825,Paralichthys albigutta,"Jordan & Gilbert, 1882",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,,albigutta,,1,0,0,,,,,,1,,
3812,1492,900,,Paralichthys dentatus,"(Linnaeus, 1766)",,,cardeau d'été,summer flounder egg,AF5,900,,141,124,15,,103,,172735,158826,Paralichthys dentatus,"(Linnaeus, 1766)",exact,accepted,158826,Paralichthys dentatus,"(Linnaeus, 1766)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,,dentatus,,1,0,0,,,,,,1,,
3813,1492,900,,Paralichthys dentatus,"(Linnaeus, 1766)",stade ontogénique,oeufs,cardeau d'été oeuf,summer flounder egg,AF5,900,,1251,,,,,,172735,158826,Paralichthys dentatus,"(Linnaeus, 1766)",exact,accepted,158826,Paralichthys dentatus,"(Linnaeus, 1766)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,,dentatus,,1,0,0,,,,,,1,,
3814,1493,903,,Paralichthys lethostigma,"Jordan & Gilbert, 1884",,,cardeau austral,southern flounder,AF5,903,,,,,,,,172738,158829,Paralichthys lethostigma,"Jordan & Gilbert, 1884",exact,accepted,158829,Paralichthys lethostigma,"Jordan & Gilbert, 1884",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,,lethostigma,,1,1,0,,,,,,1,,
3815,,,,Paralichthys oblongus,"(Mitchill, 1815)",non-valide,,cardeau quatre ocelles,fourspot flounder,SS,901,,,,,,,,172739,308639,Paralichthys oblongus,"(Mitchill, 1815)",exact,unaccepted,158833,Hippoglossina oblonga,"(Mitchill, 1815)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,,oblongus,,1,0,0,,,,,,1,,
3816,1490,899,,Paralichthys,"Girard, 1859",,,cardeau (Paralichthys sp.),flounder (Paralichthys sp.),DJ,899,,,,,,,,172734,158823,Paralichthys,"Girard, 1858",exact,accepted,158823,Paralichthys,"Girard, 1858",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,,,,1,0,0,,,,,,1,,
3817,1496,904,,Syacium micrurum,"Ranzani, 1840",,,fausse limande patée,channel flounder,SS,904,,282,,,,792,,172792,158877,Syacium micrurum,"Ranzani, 1842",exact,accepted,158877,Syacium micrurum,"Ranzani, 1842",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Syacium,,micrurum,,1,0,0,,,,,,1,,
3818,1497,905,,Syacium papillosum,"(Linnaeus, 1758)",,,fausse limande marbrée,dusky flounder,AF5,905,,,,,,,,172793,158878,Syacium papillosum,"(Linnaeus, 1758)",exact,accepted,158878,Syacium papillosum,"(Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Syacium,,papillosum,,1,0,0,,,,,,1,,
3819,,,,Syacium,"Ranzani, 1840",,,fausse limande (Syacium sp.),flounder (Syacium sp.),DJ,,,198,,,,,,172790,158875,Syacium,"Ranzani, 1842",exact,accepted,158875,Syacium,"Ranzani, 1842",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Syacium,,,,1,0,0,,,,,,1,,
3820,,,,Paralichthyidae,,,,turbot (Paralichthyidae),lefteyed flounder (Paralichthyidae),ITIS,,,,,,,,,553179,154168,Paralichthyidae,"Regan, 1910",exact,accepted,154168,Paralichthyidae,"Regan, 1910",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,,,,,1,,,,,,,,1,,
3821,1499,890,,Glyptocephalus cynoglossus,"(Linnaeus, 1758)",,,plie grise,witch flounder egg,SS,890,098_07501,41,114,11,142,107,21011,172873,127136,Glyptocephalus cynoglossus,"(Linnaeus, 1758)",exact,accepted,127136,Glyptocephalus cynoglossus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,,cynoglossus,,1,0,0,,1,1,,1,,,1
3822,1499,890,,Glyptocephalus cynoglossus,"(Linnaeus, 1758)",stade ontogénique,oeufs,plie grise oeuf,witch flounder egg,SS,890,098_07501,1227,,,,,21011,172873,127136,Glyptocephalus cynoglossus,"(Linnaeus, 1758)",exact,accepted,127136,Glyptocephalus cynoglossus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,,cynoglossus,,1,0,0,,1,1,,1,,,1
3823,,,,Glyptocephalus,"Gottsche, 1835",,,plie (Glyptocephalus sp.),flounder,ES,,,,,,,,,172872,126114,Glyptocephalus,"Gottsche, 1835",exact,accepted,126114,Glyptocephalus,"Gottsche, 1835",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,,,,1,0,0,,,,,,1,,
3824,1500,889,,Hippoglossoides platessoides,"(Fabricius, 1780)",,,plie canadienne,American plaice egg,SS,889,098_07510,40,112,10,140,102,21031,172877,127137,Hippoglossoides platessoides,"(Fabricius, 1780)",exact,accepted,127137,Hippoglossoides platessoides,"(Fabricius, 1780)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,,platessoides,,1,0,0,,1,1,,1,,,1
3825,1500,889,,Hippoglossoides platessoides,"(Fabricius, 1780)",stade ontogénique,oeufs,plie canadienne oeuf,American plaice egg,SS,889,098_07510,1222,,,,,21031,172877,127137,Hippoglossoides platessoides,"(Fabricius, 1780)",exact,accepted,127137,Hippoglossoides platessoides,"(Fabricius, 1780)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,,platessoides,,1,0,0,,1,1,,1,,,1
3826,,,,Hippoglossoides robustus,"Gill & Townsend, 1897",,,plie de Béring,Bering flounder,MA,,,,,,,,,172876,254561,Hippoglossoides robustus,"Gill & Townsend, 1897",exact,accepted,254561,Hippoglossoides robustus,"Gill & Townsend, 1897",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,,robustus,,1,0,0,,,,,,1,,
3827,,,,Hippoglossoides,"Gottsche, 1835",,,plie (Hippoglossoides sp.),plaice (Hippoglossoides sp.),ES,,,,,,,,,172874,126115,Hippoglossoides,"Gottsche, 1835",exact,accepted,126115,Hippoglossoides,"Gottsche, 1835",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,,,,1,0,0,,,,,,1,,
3828,1501,893,,Hippoglossus hippoglossus,"(Linnaeus, 1758)",,,flétan Atlantique,Atlantic halibut egg,SS,893,098_07520,30,120,16,130,101,21021,172933,127138,Hippoglossus hippoglossus,"(Linnaeus, 1758)",exact,accepted,127138,Hippoglossus hippoglossus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,1,0,0,,1,1,,1,,,1
3829,1501,893,,Hippoglossus hippoglossus,"(Linnaeus, 1758)",stade ontogénique,oeufs,flétan Atlantique oeuf,Atlantic halibut egg,SS,893,098_07520,1248,,,,,21021,172933,127138,Hippoglossus hippoglossus,"(Linnaeus, 1758)",exact,accepted,127138,Hippoglossus hippoglossus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,,hippoglossus,,1,0,0,,1,1,,1,,,1
3830,,,,Hippoglossus,"Cuvier, 1816",,,flétan (Hippoglossus sp.),halibut (Hippoglossus sp.),ES,,,,,,,,,172931,126116,Hippoglossus,"Cuvier, 1816",exact,accepted,126116,Hippoglossus,"Cuvier, 1816",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,,,,1,0,0,,,,,,1,,
3831,1503,891,,Limanda ferruginea,"(Storer, 1839)",,,limande à queue jaune,yellowtail flounder egg,AF6,891,098_07530,42,116,12,141,105,21041,172909,158879,Limanda ferruginea,"(Storer, 1839)",exact,accepted,158879,Limanda ferruginea,"(Storer, 1839)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,,ferruginea,,1,0,0,,1,1,,1,,,1
3832,1503,891,,Limanda ferruginea,"(Storer, 1839)",stade ontogénique,oeufs,limande à queue jaune oeuf,yellowtail flounder egg,AF6,891,098_07530,1230,,,,,21041,172909,158879,Limanda ferruginea,"(Storer, 1839)",exact,accepted,158879,Limanda ferruginea,"(Storer, 1839)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,,ferruginea,,1,0,0,,1,1,,1,,,1
3833,,,,Limanda proboscidea,"Gilbert, 1896",,,limande carline,longhead dab,AF6,,,,,,,,,172911,254563,Limanda proboscidea,"Gilbert, 1896",exact,accepted,254563,Limanda proboscidea,"Gilbert, 1896",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,,proboscidea,,1,0,0,,,,,,1,,
3834,,,,Limanda,"Gottsche, 1835",,,plie (Limanda sp.),flounder (Limanda sp.),ITIS,,,,,,,,,172880,126117,Limanda,"Gottsche, 1835",exact,accepted,126117,Limanda,"Gottsche, 1835",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,,,,1,0,0,,,,,,1,,
3835,,,,Liopsetta putnami,,,,,,,,,,,,,,,172915,158882,Liopsetta putnami,"(Gill, 1864)",exact,unaccepted,305774,Pleuronectes putnami,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Liopsetta,,putnami,,,,,,1,1,,,,,
3836,,,,Pleuronectes americanus,"Walbaum, 1792",non-valide,,plie rouge,winter flounder,AF5,895,,,,,,,,172904,154703,Pleuronectes americanus,"Walbaum, 1792",exact,unaccepted,158885,Pseudopleuronectes americanus,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,,americanus,,1,0,0,,,,,,1,,
3837,,,,Pleuronectes ferruginea,"(Storer, 1839)",non-valide,,limande à queue jaune,yellowtail flounder,AF5,891,,,,,,,,,305716,Pleuronectes ferruginea,"(Storer, 1839)",exact,unaccepted,158879,Limanda ferruginea,"(Storer, 1839)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,,ferruginea,,1,0,0,,,,,,1,,
3838,,,,Pleuronectes glacialis,"Pallas, 1776",non-valide,,plie arctique,Arctic flounder,AF5,,098_07541,,,,,,,172912,127142,Pleuronectes glacialis,"Pallas, 1776",exact,unaccepted,275844,Liopsetta glacialis,"(Pallas, 1776)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,,glacialis,,1,1,1,,,,,,1,,
3839,1504,894,,Pleuronectes putnami,"(Gill, 1864)",,,plie lisse,smooth flounder egg,AF5,894,098_07540,140,,,,,21051,172914,305774,Pleuronectes putnami,"(Gill, 1864)",exact,accepted,305774,Pleuronectes putnami,"(Gill, 1864)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Liopsetta,,putnami,,1,1,0,,,,,,1,,1
3840,1504,894,,Pleuronectes putnami,"(Gill, 1864)",stade ontogénique,oeufs,plie lisse oeuf,smooth flounder egg,AF5,894,098_07540,1219,,,,,21051,172914,305774,Pleuronectes putnami,"(Gill, 1864)",exact,accepted,305774,Pleuronectes putnami,"(Gill, 1864)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Liopsetta,,putnami,,1,1,0,,,,,,1,,1
3841,,,,Pleuronectes,"Linnaeus, 1758",,,plie (Pleuronectes sp.),flounder,ES,,,,,,,,,172900,126120,Pleuronectes,"Linnaeus, 1758",exact,accepted,126120,Pleuronectes,"Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,,,,1,0,0,,,,,,1,,
3842,,,,Poecilopsetta,"Günther, 1880",,,plie (Poecilopsetta sp.),flounder,DJ,,,568,,,,,,172936,158905,Poecilopsetta,"Günther, 1880",exact,accepted,158905,Poecilopsetta,"Günther, 1880",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Poecilopsetta,,,,1,0,0,,,,,,1,,
3843,1502,895,,Pseudopleuronectes americanus,"(Walbaum, 1792)",,,plie rouge,winter flounder egg,AF6,895,098_07550,43,122,14,143,106,21061,172905,158885,Pseudopleuronectes americanus,"(Walbaum, 1792)",exact,accepted,158885,Pseudopleuronectes americanus,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,,americanus,,1,0,0,,1,1,,1,,,1
3844,1502,895,,Pseudopleuronectes americanus,"(Walbaum, 1792)",stade ontogénique,oeufs,plie rouge oeuf,winter flounder egg,AF6,895,098_07550,1253,,,,,21061,172905,158885,Pseudopleuronectes americanus,"(Walbaum, 1792)",exact,accepted,158885,Pseudopleuronectes americanus,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,,americanus,,1,0,0,,1,1,,1,,,1
3845,,,,Pseudopleuronectes,"Bleeker, 1862",,,plie (Pseudopleuronectes sp.),flounder (Pseudopleuronectes sp.),ITIS,,,,,,,,,172934,154701,Pseudopleuronectes,"Bleeker, 1862",exact,accepted,154701,Pseudopleuronectes,"Bleeker, 1862",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,,,,1,0,0,,,,,,1,,
3846,1505,892,,Reinhardtius hippoglossoides,"(Walbaum, 1792)",,,flétan du Groenland,juvenile Greenland halibut,SS,892,098_07560,31,118,13,144,99,21071,172930,127144,Reinhardtius hippoglossoides,"(Walbaum, 1792)",exact,accepted,127144,Reinhardtius hippoglossoides,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Reinhardtius,,hippoglossoides,,1,0,0,,1,1,,1,,,1
3847,1505,996,,Reinhardtius hippoglossoides,"(Walbaum, 1792)",stade ontogénique,petit,flétan du Groenland juvénile,juvenile Greenland halibut,SS,892,098_07560,31,118,13,144,99,21071,172930,127144,Reinhardtius hippoglossoides,"(Walbaum, 1792)",exact,accepted,127144,Reinhardtius hippoglossoides,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Reinhardtius,,hippoglossoides,,1,0,0,,1,1,,1,,,1
3848,1498,887,,Pleuronectidae,,,,plie,righteye flounder,AF6,887,,49,,,,,21000,172859,125579,Pleuronectidae,"Rafinesque, 1815",exact,accepted,125579,Pleuronectidae,"Rafinesque, 1815",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,,,,,1,1,1,,,,,,1,,
3849,1495,907,,Scophthalmus aquosus,"(Mitchill, 1815)",,,turbot de sable,windowpane egg,SS,907,098_01810,143,125,,,108,8031,172746,158907,Scophthalmus aquosus,"(Mitchill, 1815)",exact,accepted,158907,Scophthalmus aquosus,"(Mitchill, 1815)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,,aquosus,,1,0,0,,1,1,,1,,,1
3850,1495,907,,Scophthalmus aquosus,"(Mitchill, 1815)",stade ontogénique,oeufs,turbot de sable oeuf,windowpane egg,SS,907,098_01810,1249,,,,,8031,172746,158907,Scophthalmus aquosus,"(Mitchill, 1815)",exact,accepted,158907,Scophthalmus aquosus,"(Mitchill, 1815)",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,,aquosus,,1,0,0,,1,1,,1,,,1
3851,,,,Scophthalmus,"Rafinesque, 1810",,,turbot (Scophthalmus sp.),flounder (Scophthalmus sp.),ES,,,,,,,,,172745,126124,Scophthalmus,"Rafinesque, 1810",exact,accepted,126124,Scophthalmus,"Rafinesque, 1810",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,,,,1,0,0,,,,,,1,,
3852,,,,Scophthalmidae,,,,scophthalmidé,turbot,ITIS,,,,,,,,,172713,125580,Scophthalmidae,"Chabanaud, 1933",exact,accepted,125580,Scophthalmidae,"Chabanaud, 1933",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Scophthalmidae,,,,,1,,,,,,,,1,,
3853,1506,883,,Soleidae,,,,sole,sole,ITIS,883,,,,,,,,172980,125581,Soleidae,"Bonaparte, 1833",exact,accepted,125581,Soleidae,"Bonaparte, 1833",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,,,,,1,,,,,,,,1,,
3854,1486,882,,Pleuronectiformes,,,,poisson-plat,flatfish egg,,882,,346,129,19,149,,40,172702,10331,Pleuronectiformes,,exact,accepted,10331,Pleuronectiformes,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,,,,,,1,,,,,,,,1,,
3855,1486,882,,Pleuronectiformes,,stade ontogénique,oeufs,poisson-plat oeuf,flatfish egg,,,,1231,,,,,,172702,10331,Pleuronectiformes,,exact,accepted,10331,Pleuronectiformes,,Animalia,Chordata,Actinopterygii,Pleuronectiformes,,,,,,1,,,,,,,,1,,
3856,1197,508,,Polymixia lowei,"Günther, 1859",,,barbudo des caraibes,beardfish,SS,508,,771,,,,263,,166126,158923,Polymixia lowei,"Günther, 1859",exact,accepted,158923,Polymixia lowei,"Günther, 1859",Animalia,Chordata,Actinopterygii,Polymixiiformes,Polymixiidae,Polymixia,,lowei,,1,0,0,,,,,,1,,
3857,1198,507,,Polymixia nobilis,"Lowe, 1836",,,gros barbudo,stout beardfish,UN,507,,744,,,,264,,166127,127163,Polymixia nobilis,"Lowe, 1838",exact,accepted,127163,Polymixia nobilis,"Lowe, 1838",Animalia,Chordata,Actinopterygii,Polymixiiformes,Polymixiidae,Polymixia,,nobilis,,1,0,0,,,,,,1,,
3858,,,,Polymixia,"Lowe, 1836",,,barbudo (Polymixia sp.),beardfish (Polymixia sp.),ES,,,,,,,,,166125,126134,Polymixia,"Lowe, 1836",exact,accepted,126134,Polymixia,"Lowe, 1836",Animalia,Chordata,Actinopterygii,Polymixiiformes,Polymixiidae,Polymixia,,,,1,0,0,,,,,,1,,
3859,1196,506,,Polymixiidae,,,,barbudo,beardfish,AF6,506,,,,,,,,166124,125582,Polymixiidae,"Bleeker, 1859",exact,accepted,125582,Polymixiidae,"Bleeker, 1859",Animalia,Chordata,Actinopterygii,Polymixiiformes,Polymixiidae,,,,,1,,,,,,,,1,,
3860,,,,Polymixiiformes,,,,(Polymixiiformes),(Polymixiiformes),,,,,,,,,,166123,10311,Polymixiiformes,,exact,accepted,10311,Polymixiiformes,,Animalia,Chordata,Actinopterygii,Polymixiiformes,,,,,,1,,,,,,,,1,,
3861,939,382,,Eurypharynx pelecanoides,"Vaillant, 1882",,,grand gousier pélican,pelican gulper,SS,382,098_03801,614,,,,,,161653,127165,Eurypharynx pelecanoides,"Vaillant, 1882",exact,accepted,127165,Eurypharynx pelecanoides,"Vaillant, 1882",Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Eurypharyngidae,Eurypharynx,,pelecanoides,,1,0,0,,,,,,1,,
3862,,,,Eurypharynx,"Vaillant, 1882",,,grand gousier (Eurypharynx sp.),gulper (Eurypharynx sp.),ES,,,,,,,,,161651,126136,Eurypharynx,"Vaillant, 1882",exact,accepted,126136,Eurypharynx,"Vaillant, 1882",Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Eurypharyngidae,Eurypharynx,,,,1,0,0,,,,,,1,,
3863,938,381,,Eurypharyngidae,,,,grand gousier,gulper,ITIS,381,,,,,,,,161650,125584,Eurypharyngidae,"Gill, 1883",exact,accepted,125584,Eurypharyngidae,"Gill, 1883",Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Eurypharyngidae,,,,,1,,,,,,,,1,,
3864,937,379,,Saccopharynx ampullaceus,"(Harwood, 1827)",,,avaleur feu-arrière,taillight gulper,SS,379,,,,,,,,161646,127171,Saccopharynx ampullaceus,"(Harwood, 1827)",exact,accepted,127171,Saccopharynx ampullaceus,"(Harwood, 1827)",Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Saccopharyngidae,Saccopharynx,,ampullaceus,,1,0,0,,,,,,1,,
3865,,,,Saccopharynx,"Mitchill, 1824",,,avaleur (Saccopharynx sp.),swallower (Saccopharynx sp.),ES,,,,,,,,,161645,126138,Saccopharynx,"Mitchill, 1824",exact,accepted,126138,Saccopharynx,"Mitchill, 1824",Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Saccopharyngidae,Saccopharynx,,,,1,0,0,,,,,,1,,
3866,936,378,,Saccopharyngidae,,,,avaleur,swallower,ITIS,378,,,,,,,,161644,125586,Saccopharyngidae,"Bleeker, 1859",exact,accepted,125586,Saccopharyngidae,"Bleeker, 1859",Animalia,Chordata,Actinopterygii,Saccopharyngiformes,Saccopharyngidae,,,,,1,,,,,,,,1,,
3867,935,377,,Saccopharyngiformes,,,,grand gousier,gulper eel,,377,,,,,,,,553136,10296,Saccopharyngiformes,,exact,accepted,10296,Saccopharyngiformes,,Animalia,Chordata,Actinopterygii,Saccopharyngiformes,,,,,,1,,,,,,,,1,,
3868,,,,Coregonus artedi,"Lesueur, 1818",,,cisco de lac,lake herring,SC,,098_07803,,,,,,,623384,158725,Coregonus artedi,"Lesueur, 1818",exact,accepted,158725,Coregonus artedi,"Lesueur, 1818",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,,artedi,,1,1,1,,,,,,1,,
3869,986,180,,Coregonus clupeaformis,"(Mitchill, 1818)",,,grand corégone,lake whitefish,SS,180,098_07801,66,,,,,,161941,158726,Coregonus clupeaformis,"(Mitchill, 1818)",exact,accepted,158726,Coregonus clupeaformis,"(Mitchill, 1818)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,,clupeaformis,,1,1,1,,1,1,,1,,,1
3870,,,,Coregonus huntsmani,"Scott, 1987",,,corégone d'Acadie,Atlantic whitefish,SS,,,67,,,,,,161973,158074,Coregonus huntsmani,"Scott, 1987",exact,accepted,158074,Coregonus huntsmani,"Scott, 1987",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,,huntsmani,,1,1,1,,,,,,1,,
3871,,,,Coregonus zenithicus,"(Jordan & Evermann, 1909)",,,cisco à machoires égales,shortjaw cisco,AF5,,,,,,,,,161948,567528,Coregonus zenithicus,"(Jordan & Evermann, 1909)",exact,accepted,567528,Coregonus zenithicus,"(Jordan & Evermann, 1909)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,,zenithicus,,0,0,1,,,,,,1,,
3872,,,,Coregonus,"Linnaeus, 1758",,,corégone (Coregonus sp.),whitefish (Coregonus sp.),ES,,098_07809,,,,,,,161932,126139,Coregonus,"Linnaeus, 1758",exact,accepted,126139,Coregonus,"Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,,,,1,0,0,,,,,,1,,
3873,,,,Oncorhynchus clarkii,"(Richardson, 1836)",,,truite fardée,cutthroat trout,AF6,,,,,,,,,161983,274347,Oncorhynchus clarkii,"(Richardson, 1836)",exact,alternate representation,323483,Oncorhynchus clarkii clarkii,"(Richardson, 1836)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,,clarkii,,1,1,1,,,,,,1,,
3874,989,181,,Oncorhynchus gorbuscha,"(Walbaum, 1792)",,,saumon rose,pink salmon,SS,181,,68,,,,,,161975,127182,Oncorhynchus gorbuscha,"(Walbaum, 1792)",exact,accepted,127182,Oncorhynchus gorbuscha,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,,gorbuscha,,1,1,1,,,,,,1,,
3875,,,,Oncorhynchus keta,"(Walbaum, 1792)",,,saumon kéta,chum salmon,SC,,,,,,,,,161976,127183,Oncorhynchus keta,"(Walbaum, 1792)",exact,accepted,127183,Oncorhynchus keta,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,,keta,,1,1,1,,,,,,1,,
3876,990,184,,Oncorhynchus kisutch,"(Walbaum, 1792)",,,saumon coho,coho salmon,SS,184,,,,,,,,161977,127184,Oncorhynchus kisutch,"(Walbaum, 1792)",exact,accepted,127184,Oncorhynchus kisutch,"(Walbaum, 1792)",Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,,kisutch,,1,1,1,,,,,,1,,
